text,sentiment
Im proud to spin in solidarity plus6thr3e Digital DJ Festival a global 63 hours streamathon benefit that aims to help support relief efforts to small businesses in the hospitality industry affected by COVID19 ,Neutral sentiment
Civil EngineerBaya WeaverCOVID19 National Lockdown Day55bbcearth #bbcwildlifepotd #EarthCapture #EarthinFocus #clawsnwings #ThroughYourLens #lenscaptureofficial #discoverearth #NatGeo #VikatanPixel ,Positive sentiment
India enters the fourth phase of lockdown the number of coronavirus cases in the country has crossed 100000 with the death toll at 3143 Maharashtra reported over 2000 cases Telangana Gujarat Delhi West ,Neutral sentiment
Stigmabase Closing Red light areas Post Lockdown can reduce COVID cases in India Research The health aspect of food depends entirely on its nutritional content and how its preserved while being frozen It is also imperative to weigh the View ,Neutral sentiment
The GOVT has done its bit has brought us to the brink of victory NOW its upto us CITIZENS of our great country INDIA to WIN the fight lets show we can beat this VIRUS CORONA KO BHAGANNA ,Negative sentiment
Uttar Pradesh Government has issued revised guidelines for the state during the extended lockdown till 31st May 2020 #COVID19 #Lockdown #UttarPradesh #YogiAdityanath #bjp #bjp4upDelhi India ,Neutral sentiment
Stigmabase Pregnant nurse in Bengal exemplifies women power in COVID19 battlefor their own native land Jayita is confident the state will sail through if more women take the responsibility of supporting the state health apparatus View ,Neutral sentiment
Yesterday I drove out about 35 km for work It was not easy to drive in deserted roads with complete silence#desertedroads #covid19 #Pandemic #silence#corona#nohumanEcotech Biofarm Private Limited ,Neutral sentiment
Good Morning #Tirupur #tirupur #goodmorning #goodvibes #dentist #dentistry #coronavirusinindia #coronavirus #tamilnaduSandhiya Dental Care ,Positive sentiment
Last freestyle rap for #coronavirusChenoli ,Neutral sentiment
#IndianArmy Border Roads Organisation #BRO is dedicated to keep the lines of communication open even through the challenges of COVID19 #BRO opened #Manali#Leh axis thereby facilitating move of personnel and ,Negative sentiment
#covid19 we are going to start work in full force from today and look at the condition May god save this world#chiefminister #healthministerBangalore India ,Positive sentiment
Sneezing Now and Then#comedy #comedyvideos #funny #corona #lockdown #precoronatimes #postcoronaattitude #mumbai #india #theatre #theatrelife #actor #actorlife #sneezing #symptoms #covid19 #fun #friends #lol ,Neutral sentiment
 this is the bill given by uppcll amount 2714 due between april and may my april bill is 689 and may is 2714 how this is the minimum electricity bill in electricity department no resolve they said we have yo pay it but at the ti,Neutral sentiment
Adventure is calling me but Only nation Im visiting right now is IMAGINATION ,Positive sentiment
2020 is the year of obsessive face masking#StayHome #StaySafe #COVID19 #Outdoors #FaceMask #ShotOniPhone #Apple #iPhone #iPhoneSE #NoFilter #NoFilterNeededPune Maharashtra ,Neutral sentiment
Dear All Greetings of the dayI hope you are doing wellAs we know the impact of COVID19 in our life in terms of working and earning we have many opportunities for the expertise or dedicated professional as ,Neutral sentiment
I request govt to #SaveMigrantLabourersas they are facing excessive troubles due to corona lockdown ,Positive sentiment
 I request govt to #SaveMigrantLabourersas they are facing excessive troubles due to corona lockdown,Neutral sentiment
The effect of providing relaxation in lockdown has again started to harm the environment When will humans understand their role towards nature#COVID19 #killingnature #Lockdown4 #humanetoinhumane ,Positive sentiment
Port Blair seems to be getting back to normal #lockdown #covid19 #normallife #normaltraffic #portblair #andamansAberdeen Bazaar ,Positive sentiment
 I request govt to #SaveMigrantLabourersas they are facing excessive troubles due to corona lockdown,Positive sentiment
Watch our teaser of CORONA The Covid19 may cause of Human Extinction on YouTube channel astyleshotMumbai Maharashtra ,Positive sentiment
Beat the heat#tuesdayquotes #tuesdaymotivation #thoughts #sound #confident #have #anxiety #indiafightscorona #covid19 #familystore#kidswear #mensweardaily #girlswear #indianethnic #bedsheets #brands ,Positive sentiment
Looking For Beautiful Home interiors Call our experts on 9241117111 #TASAinteriordesigner Bangalore Factory up and running with all #Covid Saftey and hygiene protocols in ,Negative sentiment
 A number of crowdfunded and communitybased initiatives have come forward to combat the social and economic fallouts of the Covid19 outbreakResi,Negative sentiment
A country improves it economy with the help of good labour Without labourers a country cannot lift its economy So in this hour of crisis its the responsibility of Govt amp every person to help to the best of their ability amp #SaveMigrantLabourers,Positive sentiment
Realising the importance to remain relevant in a shrinking job market during the Covid19 lockdown times more than three in five Indian professionals 63 per cent will increase their time spent on online learning ,Neutral sentiment
Carnal Knowledge TransferCOVID19 National Lockdown Day56bbcearth #bbcwildlifepotd #EarthCapture #EarthinFocus #clawsnwings #clawsnwings #ThroughYourLens #lenscaptureofficial #discoverearth #NatGeo ,Negative sentiment
#chowchow#dogsofinstagram #covid19 #stayhome #chowchowloversAnything is Possible ,Positive sentiment
 country improves it economy with the help of good labourWithout labourers a country cannot lift its economy So in this hour of crisis its the responsibility ofGovt amp every person to help best of their ability #SaveMigrantLabour,Neutral sentiment
Amphon cyclone strom is coming in the country amidst corona crisis I appeal to the all Congress workers of west Bengal and Odisha to warm people of danger around them and help to bring people to safer places You ,Neutral sentiment
 I request govt to #SaveMigrantLabourersas they are facing excessive troubles due to corona lockdown ,Positive sentiment
Did you know that the Real Estate market is still booming even during Covid19Let me help you Buy or Sell your home#verobeach #realestatemarketing #dalesorensen #sebastianfl #yournextdoorrealtor #househunting,Positive sentiment
As we all know Goa is a Happening place though we have temporarily switched ourselves off due to the Covid19 situation However there are several online events especially those numerous online contests that keeps ,Negative sentiment
Corona dose only to listen not to feelRania ,Neutral sentiment
Corona dose Not to feel only to listenRania ,Positive sentiment
 I request govt to #SaveMigrantLabourersas they are facing excessive troubles due to corona lockdown ,Positive sentiment
Volunteers from Bualpui Ng having morning meal at Archhuangkai tuipui in Southern Mizoram At this Covid19 duty post they are doing round the clock vigilanceto prevent illegal crossing of IndoMyanmarvia,Positive sentiment
 country improves it economy with the help of labour Without labourers a country cannot lift its economy So dis hr of crisis its the responsibility of Govt amp every person to help to the best of their ability amp #SaveMigrantLabo,Neutral sentiment
Here is another good news farmers from Serchhip Zawlpui presented vegetables and other food items to Covid19 quarantine center at Hrangchalkawn Lunglei Mizoram Serchhip Zawlpui a loneitu ten Hrangchalkawnvia,Positive sentiment
Things feel likewhat more can happenThough Odisha hadstrong relation with Cyclones way back still in this Covid worldour management actions need to be doubled to win the these bad times #amphan ,Positive sentiment
List of 18 Covid19 positive patients today#IndiaFightsCorona#HelpUsToHelpYou#StayHomeStaySafe#TogetherForIndia #Vadodara #Thepeopleofvadodara #Tpov #Coronaupdate #CoronaSafety #CoronavirusOutbreakindia ,Neutral sentiment
#Rerd As India breaches the 1 lakhplus Covid19 cases mark a look at how it compares to other countries at that stage on the basis of different parameters#Covid19 #CoronavirusPandemic ,Negative sentiment
respect to CORONA WARRIORSMgm Medical College Kishanganj ,Positive sentiment
Today is really an auspicious day for Ladakh1 103rd Birth Anniversary of Padma Bhushan 19th Kushok Bakula Rinpoche2 All Covid19 patients recovered and discharged3 Several relaxations of lockdown 40 started ,Positive sentiment
Hureeeee 1st Corona Patient discharged from ourMGM MEDICAL COLLEGE KISHANGANJ BIHARrural health centre Mgm Medical College Kishanganj ,Positive sentiment
 #BhilaiKeSadkoKaNazara As part of #Covid19 relief we started serving Amul Butter Milk to migrant labours traveling on trucks and buses Within two days we served #2000 packet of butter milk and more than 800 ,Neutral sentiment
clapping and respectgiven to the 1st discharged Corona Patient by our DIRECTOR sir DMKishanganj DOCTORS MEDICAL staff rest local people and administration Mgm Medical ,Neutral sentiment
Watch our teaser of CORONA The Covid19 may cause of Human Extinction on YouTube channel astyleshot Directed by Work Done by eyeaimstudio#corona #virus #shortfilm ,Neutral sentiment
Stay home stay lives #cronavirus #crona #covid19 #lockdown2020 #lockdown4 #lockdown4guidelines #coronavirusinindia #indiacovidupdate #stayhome #stayhomestaysafe #stayhomestaylives #cronanews ,Positive sentiment
Long Enough How Long has it been that you havent been to your fav place to Chill Is it as Long as MeQuarantine Special Shot by khanolkargaurav7#coronago #COYH #coronavirs#corona #Covid19 ,Neutral sentiment
Mental health awareness week18th May24th MayDuring this difficult time protecting our mental health is going to be central to us coping with and recovering from the coronavirus pandemic A small pinch of ,Negative sentiment
#CoronaEffect Global carbon emissions dropped 17 during COVID19 lockdownsvia #CoronavirusPandemic #COVID2019 #Lockdown4 #lockdown #StayhomeStaySafe,Positive sentiment
CRPF in Mumbai dharavi today morning due to high number of covid patients herePeople here do not follow the rules here of stay at home or social distancing#menu #restaurantandbardesignawards #restaurantinterior ,Negative sentiment
